id,curriculum_unit_id,teacher_id,content,assets,lesson_metadata,generated_at
da32f8be-f8ad-4e05-b6be-da7a51ee41c9,ef717c71-059e-4672-8b52-22178179e916,43b42329-fee1-4ab4-a0e6-7c05382d78a7,"{""body"": ""Repellendus nam sint ducimus animi laborum. Ipsum quia fuga quos commodi sapiente provident delectus. Minima ipsa voluptates dolore excepturi sint ipsa.""}","{""images"": [""https://placekitten.com/117/977"", ""https://picsum.photos/400/692""]}","{""duration"": ""60 mins"", ""objectives"": [""Eveniet sunt maiores exercitationem necessitatibus non repellendus reiciendis."", ""Sequi voluptates voluptatum.""]}",2025-04-24T06:25:55
f8548773-3b52-408d-bfc1-82e17803fa87,a489c4ca-94a2-4a90-8706-0762ab883e32,8e5a3591-13aa-42ce-8a32-04d287927c59,"{""body"": ""Quae voluptatum maiores quibusdam. Praesentium rem atque inventore ullam.""}","{""images"": [""https://picsum.photos/588/522"", ""https://picsum.photos/598/745""]}","{""duration"": ""30 mins"", ""objectives"": [""Minus nostrum voluptatem excepturi."", ""Fuga accusantium ad a hic dolore.""]}",2025-04-15T03:08:57
7da92472-1bde-4d80-8ec4-a44b81bda79e,1edbf29e-0cac-4946-8b57-fd8b521d1b1c,20997918-849d-4625-8bf3-a6136c665bcd,"{""body"": ""Aliquam illo voluptate nisi tenetur beatae adipisci. Consectetur ratione quae enim unde. Qui et voluptatum tempora pariatur occaecati animi ipsa. Aspernatur cum consequuntur.""}","{""images"": [""https://dummyimage.com/399x798"", ""https://placekitten.com/968/8""]}","{""duration"": ""30 mins"", ""objectives"": [""Aliquid labore eos commodi."", ""Alias eum tenetur atque ea fugiat.""]}",2025-06-06T13:15:22
725b2e44-4c67-4bc5-9d97-cff2486cd6a9,5d5706cc-ddb2-415a-a58c-0b1d9a6cc7e8,9d6f98bd-3637-4f90-b61a-398d8db99a99,"{""body"": ""Tenetur quaerat iste aliquam totam velit. Placeat sunt minima quo. Impedit deserunt consequatur facere. Laboriosam iste impedit placeat.""}","{""images"": [""https://picsum.photos/652/800"", ""https://placekitten.com/672/233""]}","{""duration"": ""45 mins"", ""objectives"": [""Molestias rerum fuga harum repudiandae fugit dicta.""]}",2025-08-03T20:09:51
4c0e029c-df5b-4c97-b83b-fe5562bcb275,4f866e3c-fd23-4c31-a78e-f2ff64af5b83,82ee871c-1673-4464-ac97-0914948f725a,"{""body"": ""Voluptas soluta fuga ducimus magni earum. Saepe nesciunt cum.""}","{""images"": [""https://placekitten.com/246/160"", ""https://picsum.photos/214/838""]}","{""duration"": ""60 mins"", ""objectives"": [""Quisquam maiores exercitationem ratione."", ""Rem voluptas repudiandae perferendis animi eaque."", ""Dolorum modi adipisci aperiam.""]}",2025-02-01T08:55:41
7031bbff-ec71-4026-a8b2-e58e148a3533,8bff562d-7dc7-4922-8594-adb0f20148e4,717f81a1-eb97-4a20-913c-efe968629854,"{""body"": ""Natus nihil fugit maiores dolorem officia. Illum quasi porro enim eveniet fugit doloribus accusantium. Unde animi aspernatur cum non distinctio.""}","{""images"": [""https://dummyimage.com/852x148"", ""https://picsum.photos/542/88""]}","{""duration"": ""60 mins"", ""objectives"": [""Eveniet magnam sapiente laborum."", ""Ad itaque maxime rem facilis aperiam libero.""]}",2025-05-25T01:17:24
695970fc-3ef0-4e9b-9ed5-0350d011e6a6,81be7984-78c0-48e8-b305-c84583d2923a,92fd9a9f-91ad-470b-9aa1-e6cd9657e36b,"{""body"": ""Culpa veniam earum consectetur ex unde doloribus. Voluptatem neque facilis nihil. Enim laboriosam nulla officiis fuga laudantium.""}","{""images"": [""https://picsum.photos/898/54"", ""https://picsum.photos/257/353""]}","{""duration"": ""45 mins"", ""objectives"": [""Accusamus ducimus nobis quis."", ""Explicabo accusantium nesciunt saepe.""]}",2025-01-19T21:23:31
261676d2-fdfe-4ab5-8da5-0abe45b2a335,62ffdc99-f42b-46b7-b46b-5b0453b87801,5435a4ff-801d-4e75-9ebb-b9c15db1a26e,"{""body"": ""Cupiditate atque quia. Soluta ad occaecati consectetur iusto impedit tempore. Qui provident vitae suscipit voluptatem optio. Natus alias commodi. Aut in quidem dicta velit.""}","{""images"": [""https://picsum.photos/408/506"", ""https://picsum.photos/381/72""]}","{""duration"": ""60 mins"", ""objectives"": [""Aut nihil numquam aliquid."", ""Doloremque blanditiis cumque nisi ipsam consectetur.""]}",2025-04-02T07:36:04
69d88383-eff5-4925-bba3-0c0110dac6d5,307ea083-b3fd-436c-b7eb-4f8e16fc6ef1,a6af9470-c264-4ffb-a74c-d9e135165cb4,"{""body"": ""Ipsa ullam eum dolor itaque. Quaerat fugiat voluptas assumenda a porro. Harum inventore ipsum facilis. Id iure eligendi magnam modi nobis. Cupiditate ex molestiae magni id.""}","{""images"": [""https://dummyimage.com/628x409"", ""https://placekitten.com/246/17""]}","{""duration"": ""30 mins"", ""objectives"": [""Voluptatem tempora ex eius harum."", ""Nostrum soluta culpa enim asperiores."", ""Deserunt sed provident accusantium.""]}",2025-08-24T19:12:35
f0e5f7fe-8265-470d-ab9a-4f3a1a6264a9,32cdce56-e16e-47e4-8dc1-64a533d0bd24,5bd76a8b-5860-41c4-9f77-327a11e4ffd2,"{""body"": ""Rem dignissimos quaerat dignissimos reiciendis. Deleniti dolore mollitia facere odit labore. Occaecati repellat dolores. Amet tempora sequi distinctio sunt corporis.""}","{""images"": [""https://picsum.photos/452/454"", ""https://dummyimage.com/17x388""]}","{""duration"": ""30 mins"", ""objectives"": [""Eos necessitatibus numquam laudantium."", ""Occaecati rerum blanditiis rem ab voluptate eos."", ""Esse aperiam maiores vel non fugiat harum.""]}",2025-08-20T03:32:59
399f4283-e4b7-4f3f-982d-75b3e1aed411,b4121c18-05ab-4f36-a153-0cd6c15965b1,142fdd0d-09b7-485d-8021-1063a8c5fe91,"{""body"": ""Eaque libero voluptatem recusandae. Voluptatum illo exercitationem exercitationem similique ex repudiandae culpa. Est distinctio a laudantium impedit laborum. Quibusdam ipsum ut modi quibusdam.""}","{""images"": [""https://dummyimage.com/94x147"", ""https://dummyimage.com/619x861""]}","{""duration"": ""60 mins"", ""objectives"": [""Maxime adipisci sunt ad id deserunt."", ""Culpa nostrum numquam laborum eum itaque quae."", ""Enim rerum beatae tempora.""]}",2025-07-05T19:12:49
2ed08c16-9176-4099-a2f6-ed08ad8255d0,d8e9829d-3fa1-49e7-b604-6b6b4263ecda,51500eca-2427-4aca-a74d-6f2c7e2c5622,"{""body"": ""Quasi totam magni dolorum placeat. Quaerat doloremque dicta voluptatum odio ipsum. Corrupti accusantium et facere nesciunt non. Tempore reiciendis magnam ab maiores impedit modi.""}","{""images"": [""https://picsum.photos/49/135"", ""https://placekitten.com/753/265""]}","{""duration"": ""60 mins"", ""objectives"": [""Animi ipsum tempora ut perspiciatis."", ""Eveniet ab officiis repellendus id nostrum sequi."", ""Consequuntur unde inventore quis non dolorum.""]}",2025-07-22T19:07:43
84f35264-78b1-4a43-b263-2fbb3b1dea8a,63fb1355-9532-4517-b62f-727b6f564652,a0d78a2e-c597-44dc-b4c3-2bc94afdb8e6,"{""body"": ""Nulla ab aperiam at quia inventore. Voluptatibus iste voluptatibus a quo accusantium quas. Nulla dolores commodi dolores. Commodi sequi id exercitationem.""}","{""images"": [""https://dummyimage.com/779x583"", ""https://dummyimage.com/882x684""]}","{""duration"": ""60 mins"", ""objectives"": [""Consequuntur sunt porro modi commodi facere.""]}",2025-08-07T02:14:11
f9e175a1-438f-4030-af85-c70ce227d5a1,36a8b16a-6c40-49a4-b7c1-cf304ff8ce84,0fa8d55c-a6e6-4418-b06b-47c5dffc825e,"{""body"": ""Molestias deserunt vero explicabo. Natus debitis repudiandae sunt.""}","{""images"": [""https://picsum.photos/70/932"", ""https://placekitten.com/712/834""]}","{""duration"": ""60 mins"", ""objectives"": [""Officiis beatae consequuntur fugit ullam quam."", ""Ad consequatur earum beatae sit quas."", ""Laboriosam asperiores dolor quasi dolorem.""]}",2025-05-17T15:41:02
fc933f80-1a71-4906-a361-677ea7d9c544,fe898e08-0dab-4f50-b3b1-c516947d4e56,4418782b-5a98-4cbc-b16d-b22bdc4e7cd5,"{""body"": ""Incidunt quisquam quod aliquam consequuntur iusto aspernatur. Vero corrupti qui magni. Ab molestias eveniet laboriosam accusantium dolor ipsam voluptas. Ad consequatur nulla libero.""}","{""images"": [""https://placekitten.com/627/517"", ""https://picsum.photos/30/809""]}","{""duration"": ""45 mins"", ""objectives"": [""Corrupti cupiditate similique eius cum."", ""Veritatis fugit sed."", ""Placeat natus cum earum.""]}",2025-08-16T23:34:41
a6b69acc-0a6b-4dbc-b8e1-b69d5b340389,39a05bf8-ff68-44f2-9985-9029777f8162,1142b61b-fca0-4814-8a04-4ae5ba3f85ff,"{""body"": ""Perspiciatis ipsa sunt quisquam illum ut. Quae eaque ipsam est. Dolor earum incidunt. Omnis quod excepturi reprehenderit.""}","{""images"": [""https://dummyimage.com/562x602"", ""https://placekitten.com/590/978""]}","{""duration"": ""30 mins"", ""objectives"": [""Voluptas numquam aliquid aliquid deleniti saepe alias."", ""Quaerat eius ducimus.""]}",2025-09-14T22:06:01
16812557-544d-4fe6-b989-f682812ae168,e01d891f-9b07-4544-85f3-254ece2decd8,3d2267b0-90fd-4b9f-b2ca-d68fe4548957,"{""body"": ""Iure dolorem neque accusantium aliquid. Doloremque ab ex eos molestias aperiam optio. Repellendus unde quae deserunt impedit veritatis vitae. Culpa velit aut nesciunt. Optio minima eum expedita reprehenderit corrupti quisquam.""}","{""images"": [""https://dummyimage.com/21x782"", ""https://placekitten.com/622/671""]}","{""duration"": ""60 mins"", ""objectives"": [""Id voluptas ducimus deleniti id consequuntur.""]}",2025-09-30T17:03:12
2f755209-32e8-4ba4-9809-28605944b19e,348107d6-e51f-4513-9d40-fd04606177c3,acc39a8d-313b-422c-b217-a0509170b6a8,"{""body"": ""Asperiores sapiente officiis voluptatibus quo aspernatur animi laborum. Amet accusamus minus odit dolores adipisci officiis. Vero repellendus possimus. Fugit in nostrum culpa earum.""}","{""images"": [""https://placekitten.com/866/105"", ""https://picsum.photos/712/990""]}","{""duration"": ""30 mins"", ""objectives"": [""Veritatis nulla repellat ratione."", ""Vitae officia quidem doloremque."", ""Nam dolore praesentium reiciendis exercitationem optio enim cum.""]}",2025-06-19T15:57:13
973fc0ed-7711-4c15-8e8f-ca583c3f2006,32cdce56-e16e-47e4-8dc1-64a533d0bd24,4c502846-b0aa-42e1-9220-2d336a252883,"{""body"": ""Sunt aut iure dignissimos. Amet modi labore cumque. Animi dolorem vel dolore cumque consectetur. Suscipit cupiditate dignissimos ab molestias qui.""}","{""images"": [""https://picsum.photos/538/240"", ""https://dummyimage.com/41x762""]}","{""duration"": ""30 mins"", ""objectives"": [""Iste provident adipisci officiis."", ""Magni quae quam quasi magnam voluptates vero.""]}",2025-04-19T05:55:57
f5cd0bb8-7aa2-4b15-beb0-4a362390fb0c,eedb5583-bdb8-4324-8916-e1d15904856f,c592ae8a-d3c0-417e-958b-9ed3c5dc243e,"{""body"": ""Voluptas omnis ipsa officia vel. Assumenda inventore debitis veniam eius. Suscipit labore expedita id cumque. Aspernatur ipsum officia vero ex exercitationem officiis.""}","{""images"": [""https://placekitten.com/236/1001"", ""https://placekitten.com/506/599""]}","{""duration"": ""60 mins"", ""objectives"": [""Assumenda esse fugit."", ""Quisquam natus quis esse porro architecto."", ""Est error autem minus.""]}",2025-05-01T01:41:29
f0060168-61c5-47c8-a0aa-23297ec68736,b999b991-9ed8-4a6e-8a87-359d11f17c85,76784552-b323-487a-8b62-289a69fc8d2f,"{""body"": ""Molestias autem laborum perspiciatis sit unde. Inventore eum unde quisquam corporis repellendus sapiente. Non dolore sint provident aperiam ipsum quia. Tenetur cupiditate ullam. Eligendi eaque ad ut eius facilis.""}","{""images"": [""https://dummyimage.com/786x913"", ""https://dummyimage.com/873x136""]}","{""duration"": ""45 mins"", ""objectives"": [""Iusto sequi corporis eveniet.""]}",2025-09-06T22:52:40
e492cd0b-adbd-47a5-9ba1-379523fd7070,3caccb56-3f43-44ae-8810-4a019a19d44c,e5ddbfc9-c400-4172-a8b8-6bd80bc73b79,"{""body"": ""Occaecati odit laudantium inventore nam nobis inventore aspernatur. Expedita voluptas ea blanditiis odio fugiat eveniet architecto. Eius et distinctio omnis fuga nam dolore. Tenetur repellendus recusandae rerum cum minus eius. Perspiciatis delectus aperiam cum temporibus.""}","{""images"": [""https://picsum.photos/617/504"", ""https://dummyimage.com/329x94""]}","{""duration"": ""30 mins"", ""objectives"": [""Dolorum culpa dicta."", ""Itaque nam in asperiores deserunt architecto culpa."", ""Nulla neque consequatur porro repellat cumque hic vel.""]}",2025-07-06T00:43:58
ed53f89d-b352-4f90-9f14-9d89553a2dcc,307ea083-b3fd-436c-b7eb-4f8e16fc6ef1,6632f975-335f-458f-904f-35835b1b96f7,"{""body"": ""Magnam itaque dignissimos iure assumenda ipsa. Dicta voluptates explicabo est. Repellat quos accusamus ea. Neque dignissimos facilis laudantium. Expedita veritatis quis.""}","{""images"": [""https://picsum.photos/22/157"", ""https://dummyimage.com/526x138""]}","{""duration"": ""60 mins"", ""objectives"": [""Distinctio non voluptate consequuntur officiis."", ""Exercitationem minus reprehenderit tenetur voluptate perferendis.""]}",2025-03-23T20:16:33
2f0dfa1f-63ec-481d-a443-cf98ce9e095a,e331a7b2-a93b-417f-9503-68ed52762c19,3941c96a-5558-4cae-9def-316965b5f4df,"{""body"": ""Pariatur eos reprehenderit molestias odio quae doloremque. Nobis maiores esse iusto in fugiat. Ipsum culpa vitae neque soluta.""}","{""images"": [""https://dummyimage.com/726x237"", ""https://picsum.photos/839/487""]}","{""duration"": ""30 mins"", ""objectives"": [""Occaecati inventore voluptatum ab dignissimos.""]}",2025-09-14T22:57:06
e4b7c9a3-1113-42e1-9bff-3a452dd12b77,d8e9829d-3fa1-49e7-b604-6b6b4263ecda,949eedac-cb6b-467f-9cc5-9dfe9c5280bd,"{""body"": ""Perspiciatis numquam velit eaque. Quo velit rem corrupti porro reprehenderit magni. Iure nostrum perferendis omnis. Cupiditate quo earum earum quos commodi.""}","{""images"": [""https://placekitten.com/671/869"", ""https://placekitten.com/906/821""]}","{""duration"": ""30 mins"", ""objectives"": [""A atque vitae laborum quisquam.""]}",2025-07-01T00:07:27
541f2738-4ff8-4ecb-be41-be8c982ab908,fe898e08-0dab-4f50-b3b1-c516947d4e56,858d60ce-f7b1-4850-9396-37cc7421d61c,"{""body"": ""Molestiae laborum aspernatur fuga consequatur nostrum. Sunt provident nisi culpa adipisci.""}","{""images"": [""https://dummyimage.com/63x905"", ""https://picsum.photos/717/77""]}","{""duration"": ""30 mins"", ""objectives"": [""Sequi officiis rerum modi amet delectus beatae."", ""Tempora odit deleniti delectus deserunt doloremque cupiditate quis."", ""Deserunt saepe dolorum labore quod veritatis.""]}",2025-07-21T15:35:06
f4c6b0b2-3d68-4ca4-8c71-46df9ea116c9,60368569-95ff-4c82-84c0-5a636d3a19e3,bcb28375-d111-40c3-9f39-b68bc8de4a3b,"{""body"": ""Magni et nesciunt fugiat provident fugit sunt. Possimus alias harum odio illum molestiae. Consectetur aliquid quasi maiores libero.""}","{""images"": [""https://placekitten.com/801/547"", ""https://picsum.photos/197/467""]}","{""duration"": ""30 mins"", ""objectives"": [""Sapiente commodi neque molestias."", ""Asperiores cumque id cupiditate tenetur.""]}",2025-02-25T15:44:03
56c97c07-dbd3-4cb5-9ecd-53b2a99465dd,8ee9ffd9-cf38-41dc-8b55-f1d066bc13cf,c1f22678-708f-48b3-a172-a0d30de10772,"{""body"": ""Expedita pariatur rem aliquid exercitationem corrupti vitae. Debitis neque dicta esse nobis. Esse illo recusandae ab ratione. Aliquam doloremque asperiores inventore.""}","{""images"": [""https://picsum.photos/568/381"", ""https://dummyimage.com/127x169""]}","{""duration"": ""45 mins"", ""objectives"": [""Tenetur esse excepturi excepturi esse ad laudantium."", ""Cumque velit corporis dolorum.""]}",2025-08-14T14:44:41
cf0862b4-d282-49ce-9c65-6687a668f37d,eedb5583-bdb8-4324-8916-e1d15904856f,ff4cd356-02fb-40da-8100-1b47aedffb74,"{""body"": ""Dicta ipsam minima nesciunt. Ut animi consectetur. Quibusdam inventore exercitationem fuga recusandae facere eveniet. Iure doloribus eveniet sequi adipisci corporis.""}","{""images"": [""https://picsum.photos/741/180"", ""https://placekitten.com/639/299""]}","{""duration"": ""45 mins"", ""objectives"": [""A officia ipsa recusandae tenetur."", ""Assumenda quod labore voluptas dolore assumenda.""]}",2025-07-31T16:51:25
e45747e2-5512-4a8a-ad40-5e4bae7d17a7,b3ac615a-738d-4004-a909-fb4e889622b8,2266256a-a659-475e-828d-42fdb3c4dbab,"{""body"": ""Animi accusamus illo doloribus hic id suscipit. Assumenda ad beatae cum in. Atque quisquam ab voluptas sequi sed odit. Vero occaecati dolorum architecto numquam quam nisi.""}","{""images"": [""https://placekitten.com/14/351"", ""https://dummyimage.com/326x188""]}","{""duration"": ""30 mins"", ""objectives"": [""Consectetur beatae veniam provident quam itaque adipisci."", ""Totam occaecati quis ad aspernatur nemo inventore.""]}",2025-08-18T22:00:52
b830e62d-4e0c-4e72-8586-acbb4c099a65,4f866e3c-fd23-4c31-a78e-f2ff64af5b83,6bb09e37-c6dc-4d16-bc66-973f38d57353,"{""body"": ""Animi accusamus repellat fuga excepturi eligendi ea. Aliquid quam natus nostrum porro iusto.""}","{""images"": [""https://placekitten.com/237/799"", ""https://picsum.photos/573/36""]}","{""duration"": ""60 mins"", ""objectives"": [""Voluptatem placeat aliquam eos cupiditate neque incidunt odit."", ""Explicabo rerum excepturi totam.""]}",2025-06-02T16:32:58
e2e7ceee-2bce-4d22-9d23-afde3e720025,eedb5583-bdb8-4324-8916-e1d15904856f,7d6baa11-3394-4bb2-b336-3b6eeba018c5,"{""body"": ""Quo corrupti necessitatibus fugiat. Doloremque excepturi voluptatum deleniti aut. Est natus exercitationem impedit est doloremque cupiditate.""}","{""images"": [""https://placekitten.com/404/868"", ""https://dummyimage.com/380x152""]}","{""duration"": ""30 mins"", ""objectives"": [""Molestiae ex dignissimos rerum in voluptatem amet."", ""Reiciendis neque nam."", ""Alias debitis expedita perferendis.""]}",2025-01-27T04:03:10
d149fc7e-8991-41b6-9b98-61f0291adfe3,307ea083-b3fd-436c-b7eb-4f8e16fc6ef1,fa084128-7f84-4bf8-806b-58a13b26d3d5,"{""body"": ""Quod iure labore facilis ipsum dicta libero. Distinctio quos culpa. Sint inventore suscipit hic. Perspiciatis consequatur tempore nesciunt exercitationem natus.""}","{""images"": [""https://placekitten.com/26/826"", ""https://picsum.photos/903/367""]}","{""duration"": ""60 mins"", ""objectives"": [""Voluptatem quasi quam aut a recusandae.""]}",2025-06-11T01:34:04
3043b680-aa67-4c60-8142-ef5dda9c995a,52f5f054-f947-4ddc-9051-55407271f2ad,74e2a9a8-3cb2-40eb-9a77-dcf73faab387,"{""body"": ""Dolorum quod facere. Consequuntur vitae quas doloremque.""}","{""images"": [""https://placekitten.com/855/587"", ""https://picsum.photos/859/892""]}","{""duration"": ""45 mins"", ""objectives"": [""Ex iste quod saepe."", ""Id quas adipisci natus cupiditate natus accusantium."", ""Hic impedit eius veritatis est.""]}",2025-03-27T00:51:28
18113c53-5eee-4b2b-bcfa-3b7484229fe9,8f6ee447-16fe-4923-b2c0-b3ac3e640c36,52daf1c2-eb4c-4208-8f65-8ee5c047750b,"{""body"": ""Illo aliquam voluptas nemo veniam. Alias accusamus quia. Amet itaque facere qui odit sequi ipsa.""}","{""images"": [""https://picsum.photos/228/512"", ""https://placekitten.com/847/993""]}","{""duration"": ""30 mins"", ""objectives"": [""Voluptas quod natus sed rerum aspernatur quam excepturi."", ""Nostrum delectus voluptas.""]}",2025-06-20T05:22:09
861d1c26-6020-48eb-80bc-ed78397c12dd,3867c433-8feb-4cae-a3b3-8e5ca512e482,7ba1fb44-87ee-49a5-8142-4c3d9f6c99bb,"{""body"": ""Voluptate iste ducimus ab debitis nam perspiciatis neque. Similique assumenda asperiores. Facere provident quia adipisci doloremque. Porro tempore quas nostrum quaerat ratione.""}","{""images"": [""https://picsum.photos/502/776"", ""https://placekitten.com/88/60""]}","{""duration"": ""30 mins"", ""objectives"": [""Ea voluptatum dolore aliquid debitis."", ""Illum illum facere ea earum dolore sapiente quo.""]}",2025-08-23T13:29:10
55f60a56-2b0d-4e84-936c-11981bd7cfb3,52f5f054-f947-4ddc-9051-55407271f2ad,e0d7fc68-8b89-4ddb-aebe-3f051ae9f933,"{""body"": ""Corrupti quis suscipit quas laborum voluptatem. Laudantium aut et nemo. Repudiandae nesciunt numquam aliquid excepturi vero.""}","{""images"": [""https://dummyimage.com/118x727"", ""https://picsum.photos/579/691""]}","{""duration"": ""30 mins"", ""objectives"": [""Laboriosam maxime possimus soluta.""]}",2025-02-20T16:35:54
5453105c-c74d-452d-9ad9-ec0dc9313054,8defbb01-2fec-40ad-801c-2003edc0c5c3,917e36bd-69f2-46c3-8d32-4b52886f4c61,"{""body"": ""Tenetur enim nobis. Saepe libero architecto maiores quisquam minus quas. Sapiente voluptas autem ad laborum.""}","{""images"": [""https://dummyimage.com/90x961"", ""https://picsum.photos/177/56""]}","{""duration"": ""30 mins"", ""objectives"": [""Maiores cum omnis id dicta deserunt adipisci."", ""Enim molestias quae dolor."", ""Officia officiis minus.""]}",2025-07-05T11:20:25
5a97e182-de50-4843-a9b3-61e44667d8dd,ef717c71-059e-4672-8b52-22178179e916,19cc2cc1-e9a7-4174-bae5-e5f47aaaf445,"{""body"": ""Pariatur magnam veritatis ab corrupti. Nobis ipsam tenetur eaque ducimus autem nulla. Magni nostrum eveniet ipsa expedita consequuntur.""}","{""images"": [""https://placekitten.com/700/670"", ""https://placekitten.com/227/819""]}","{""duration"": ""30 mins"", ""objectives"": [""Laborum illum dolores facere.""]}",2025-02-01T12:01:06
