id,teacher_id,skill_id,test_id,question,question_type,options,correct_answer,user_answer,correct,explanation,difficulty
1,2,2,1,How does Machine Learning primarily differ from traditional programming?,multiple_choice,"{'"a'": '"Machine Learning involves systems learning from data, while traditional programming involves following explicit, pre-written instructions.'", '"b'": '"Machine Learning uses newer programming languages, while traditional programming uses older ones.'", '"c'": '"Traditional programming is used for simple tasks, while Machine Learning is only for complex scientific research.'", '"d'": '"Traditional programming requires the internet, while Machine Learning can work offline.'"}",a,,f,"The core difference is the approach: traditional programming relies on explicit instructions (a formula), whereas ML relies on the system finding patterns in data to ''learn'' the rules itself.",easy
22,2,6,5,What is the primary goal of 'training' a neural network?,multiple_choice,"{'"a'": '"To make the network run faster on a computer.'", '"b'": '"To give the network new data it has never seen before.'", '"c'": '"To adjust the network''s internal ''weights'' to reduce errors in its predictions.'", '"d'": '"To design the number of layers in the network.'"}",c,c,t,Training is the process of feeding the network labelled data and repeatedly adjusting the connection weights to minimize the difference between its predictions and the actual correct answers.,easy
23,2,6,5,"Which type of neural network is most commonly used for tasks involving image recognition, like facial recognition on a phone?",multiple_choice,"{'"a'": '"Recurrent Neural Network (RNN)'", '"b'": '"Simple Input-Output Network'", '"c'": '"Convolutional Neural Network (CNN)'", '"d'": '"Ethical AI Network'"}",c,c,t,"Convolutional Neural Networks (CNNs) are specifically designed to be effective at processing and recognizing patterns in visual data, such as images and videos.",medium
24,2,6,5,"According to the module, what is a major ethical concern when using AI tools built on neural networks in education?",multiple_choice,"{'"a'": '"The AI tools might be too expensive for schools to afford.'", '"b'": '"The AI could learn and amplify biases present in its training data.'", '"c'": '"Students might find the AI tools too difficult to use.'", '"d'": '"The AI will replace the need for human teachers completely.'"}",b,b,t,"A significant ethical risk is that if the data used to train a neural network contains societal biases, the AI will learn these biases and may make unfair or discriminatory decisions.",medium
25,2,6,5,"If an AI-powered grading tool consistently gives lower scores to students from a specific region, what is the most likely underlying cause related to neural networks?",multiple_choice,"{'"a'": '"The students from that region are not trying hard enough.'", '"b'": '"The network''s output layer is not functioning correctly.'", '"c'": '"The training data used for the AI lacked sufficient examples of writing styles from that region, creating a bias.'", '"d'": '"The AI needs more hidden layers to be accurate.'"}",c,a,f,"This scenario points to a biased neural network. The most probable cause is that the training data was not diverse enough and did not represent the writing styles of all student groups, causing the AI to penalize what it considers ''different''.",hard
12,2,4,3,"In a relational database ''Students'' table, each student''s information is stored in a separate...",multiple_choice,"{'"a'": '"Column'", '"b'": '"Table'", '"c'": '"Row'", '"d'": '"Database'"}",c,c,t,"In a relational database table, each row represents a single, complete record. For a ''Students'' table, each row would contain all the information for one student.",easy
13,2,4,3,A school administrator wants to generate a list of all students who have perfect attendance. Which SQL command would be the foundation for this request?,multiple_choice,"{'"a'": '"INSERT'", '"b'": '"UPDATE'", '"c'": '"DELETE'", '"d'": '"SELECT'"}",d,d,t,"The `SELECT` command is used to retrieve or ''query'' data from a database based on specific criteria, such as finding students with a certain attendance record.",medium
14,2,4,3,"A school''s comprehensive system for managing student grades, attendance, and contact information is best described as a:",multiple_choice,"{'"a'": '"Learning Management System (LMS)'", '"b'": '"Student Information System (SIS)'", '"c'": '"Website Content Management System (CMS)'", '"d'": '"Simple Spreadsheet File'"}",b,b,t,A Student Information System (SIS) is a specific type of DBMS application designed to be the central repository for all administrative student data in a school.,medium
15,2,4,3,"What is the main purpose of a ''Primary Key'', such as a unique ''StudentID'', in a database table?",multiple_choice,"{'"a'": '"To record the student''s primary subject.'", '"b'": '"To uniquely identify every single record in the table.'", '"c'": '"To be the first piece of data entered for a student.'", '"d'": '"To encrypt the student''s data for security.'"}",b,b,t,A Primary Key is a unique identifier for each record (row) in a table. It ensures that no two records are identical and allows for accurate linking between tables.,hard
31,2,8,7,"Which part of the PowerPoint interface contains the main tabs like ''Home'', ''Insert'', and ''Design'' for accessing commands?",multiple_choice,"{'"a'": '"The Ribbon'", '"b'": '"The Notes Pane'", '"c'": '"The Slide Thumbnail Pane'", '"d'": '"The Status Bar'"}",a,,f,"The Ribbon is the toolbar at the top of the screen that is organized into tabs, each containing groups of commands for working with your presentation.",easy
32,2,8,7,"When presenting to a class, what is the primary benefit of using ''Presenter View''?",multiple_choice,"{'"a'": '"It allows students to see a preview of the next slide.'", '"b'": '"It allows the teacher to see their speaker notes and the next slide, while students only see the current slide.'", '"c'": '"It automatically adds animations to the slides.'", '"d'": '"It makes the text on the slide larger for the students.'"}",b,,f,"Presenter View is a special mode that shows the presenter their notes and upcoming slides on their screen, which is hidden from the main audience display, aiding in a smoother delivery.",medium
33,2,8,7,"What is the best tool in PowerPoint for visually representing a process or a cycle, such as the life cycle of a frog?",multiple_choice,"{'"a'": '"A Text Box'", '"b'": '"A Chart'", '"c'": '"WordArt'", '"d'": '"SmartArt'"}",d,,f,"SmartArt is specifically designed to create professional diagrams for illustrating processes, cycles, hierarchies, and other relationships between concepts.",medium
34,2,8,7,"To ensure students at the back of the classroom can read the text on your slides, what is a recommended minimum font size for the main body text?",multiple_choice,"{'"a'": '"12 point'", '"b'": '"18 point'", '"c'": '"24 point'", '"d'": '"10 point'"}",c,,f,A font size of at least 24 points is generally recommended for body text to ensure it is readable from a distance in a typical classroom setting.,easy
35,2,8,7,"If you want to provide your students with a non-editable copy of your presentation that they can easily open on any device, which format is best to save it in?",multiple_choice,"{'"a'": '"As a PowerPoint Show (.ppsx)'", '"b'": '"As a PDF (.pdf)'", '"c'": '"As a Video File (.mp4)'", '"d'": '"As a PowerPoint Template (.potx)'"}",b,,f,"Saving as a PDF creates a static, universally compatible document that preserves formatting and is not easily edited, making it ideal for student handouts.",hard
36,3,9,8,What is the primary difference between Web Design and Web Development?,multiple_choice,"{'"a'": '"Web Design focuses on the visual look and user experience, while Web Development focuses on the background functionality and coding.'", '"b'": '"Web Design is about writing code, while Web Development is about choosing colours and fonts.'", '"c'": '"There is no difference; the terms are interchangeable.'", '"d'": '"Web Design is only for mobile phones, while Web Development is for desktop computers.'"}",a,,f,"Web Design deals with the front-end (UI/UX, aesthetics), whereas Web Development handles the back-end (programming, server logic) that makes the site work.",easy
37,3,9,8,What is the main purpose of HTML (HyperText Markup Language) in creating a webpage?,multiple_choice,"{'"a'": '"To style the webpage with colours and fonts.'", '"b'": '"To provide the structure and content of the webpage.'", '"c'": '"To add animations and interactivity.'", '"d'": '"To secure the website from viruses.'"}",b,,f,"HTML is used to create the fundamental structure and place content, like headings, paragraphs, and images, on a webpage. It acts as the skeleton.",easy
38,3,9,8,Which technology would you use to change the text colour of a heading from black to blue?,multiple_choice,"{'"a'": '"HTML'", '"b'": '"JavaScript'", '"c'": '"CSS'", '"d'": '"Python'"}",c,,f,"CSS (Cascading Style Sheets) is specifically used for styling HTML elements, including changing their colour, size, and font.",easy
39,3,9,8,An educator makes the lesson title larger and bolder than the paragraph text. Which design principle are they applying?,multiple_choice,"{'"a'": '"Responsive Design'", '"b'": '"Visual Hierarchy'", '"c'": '"Accessibility'", '"d'": '"Consistency'"}",b,,f,"Visual Hierarchy is the principle of arranging elements to show their order of importance, guiding the user''s eye to the most significant content first.",medium
40,3,9,8,Why is 'Responsive Design' crucial for a modern classroom website?,multiple_choice,"{'"a'": '"It makes the website load faster on all devices.'", '"b'": '"It allows the website to have more colours and images.'", '"c'": '"It ensures the website is easy to use on devices of all sizes, like phones and tablets.'", '"d'": '"It automatically translates the website into different languages.'"}",c,,f,"Responsive Design ensures a positive user experience by automatically adapting the layout to fit any screen size, which is vital as many students and parents use mobile devices.",medium
16,2,5,4,Which design principle is primarily concerned with grouping related items together to create a sense of unity and reduce clutter?,multiple_choice,"{'"a'": '"Contrast'", '"b'": '"Repetition'", '"c'": '"Proximity'", '"d'": '"Alignment'"}",c,a,f,"Proximity is the principle of placing related elements close to one another to form a cohesive group, which helps in organising information and improving comprehension.",easy
17,2,5,4,"A teacher is creating a worksheet with a dark blue background. To ensure the text is easy to read for all students, which text colour would provide the best contrast?",multiple_choice,"{'"a'": '"Black'", '"b'": '"Dark Grey'", '"c'": '"Purple'", '"d'": '"White'"}",d,b,f,"High contrast is essential for readability. White text on a dark blue background provides strong contrast, making it much easier to read than dark text on a dark background.",medium
18,2,5,4,"When designing a multi-page presentation for a history lesson, which choice best demonstrates the correct use of typography for clarity and consistency?",multiple_choice,"{'"a'": '"Using a different, exciting font for every slide to keep students engaged.'", '"b'": '"Using one clear font for all headings and another readable font for all body text throughout the presentation.'", '"c'": '"Using a very decorative script font for all text because it looks historical.'", '"d'": '"Making all the text the same size and boldness to show everything is equally important.'"}",b,a,f,"Using a consistent set of two or three fonts (one for headings, one for body) creates Repetition and Hierarchy, making the presentation look professional and easy to follow.",medium
19,2,5,4,A teacher wants to create a classroom poster using Canva but is new to design. What is the most efficient first step to take within Canva?,multiple_choice,"{'"a'": '"Start with a blank page and draw all the elements from scratch.'", '"b'": '"Search for a ''classroom poster'' template and customise it with their own text and images.'", '"c'": '"Upload a finished poster from the internet and trace over it.'", '"d'": '"Write all the text in a separate document and then import it.'"}",b,c,f,"Canva''s templates are the best starting point for beginners as they provide a professionally designed layout that can be easily customised, saving time and ensuring a good result.",easy
20,2,5,4,"You are tasked with creating an infographic about the water cycle. According to the design process, what is the most critical step to complete BEFORE you start designing in Canva?",multiple_choice,"{'"a'": '"Choosing the final colour scheme for the infographic.'", '"b'": '"Searching for the perfect water droplet icon.'", '"c'": '"Planning the objective, identifying the audience, and gathering the text content.'", '"d'": '"Deciding whether to download the final file as a PDF or a PNG.'"}",c,c,t,"The planning phase is the most critical first step. A clear objective, audience understanding, and organised content are essential for guiding all subsequent design decisions effectively.",hard
11,2,4,3,What is the primary role of a Database Management System (DBMS)?,multiple_choice,"{'"a'": '"To act as an interface between users and the database, managing data storage and retrieval.'", '"b'": '"To create spreadsheets and text documents for school use.'", '"c'": '"To design the school''s website and online presence.'", '"d'": '"To protect computers from viruses and malware.'"}",a,a,t,"A DBMS is the software that manages the database. It handles how data is stored, retrieved, and protected, acting as the intermediary for the user.",easy
26,2,7,6,"In NLP, what is the process of breaking down a sentence like ''The cat sat'' into the list [''The'', ''cat'', ''sat''] called?",multiple_choice,"{'"a'": '"Lemmatization'", '"b'": '"Tokenization'", '"c'": '"Stemming'", '"d'": '"Part-of-Speech Tagging'"}",b,a,f,"Tokenization is the fundamental first step in NLP where text is split into smaller units, such as words or subwords, called tokens.",easy
27,2,7,6,"A teacher wants to use an AI tool to automatically sort student essays into three categories: ''Strong Argument'', ''Needs Development'', and ''Off-Topic''. Which primary NLP task would this tool use?",multiple_choice,"{'"a'": '"Text Summarization'", '"b'": '"Text Generation'", '"c'": '"Text Classification'", '"d'": '"Lemmatization'"}",c,b,f,"Text classification is the task of assigning a piece of text to one or more predefined categories, which is exactly what the teacher is trying to achieve.",medium
28,2,7,6,"What key innovation allows Large Language Models (LLMs) to understand context so well, such as knowing which noun a pronoun like ''it'' refers to in a long paragraph?",multiple_choice,"{'"a'": '"The amount of data they are trained on'", '"b'": '"The ''attention mechanism'' in their transformer architecture'", '"c'": '"Their ability to perform tokenization faster than older models'", '"d'": '"Their integration with search engines'"}",b,b,t,"While the amount of data is important, the attention mechanism is the specific architectural innovation that enables the model to weigh the significance of different words and understand context.",medium
29,2,7,6,A school implements a new NLP-powered recruitment tool to screen teacher applications. They notice it consistently ranks applicants from rural areas lower. What is the most likely ethical problem at play?,multiple_choice,"{'"a'": '"Data privacy violation'", '"b'": '"Lack of processing power'", '"c'": '"Algorithmic bias from the training data'", '"d'": '"Poor user interface design'"}",c,b,f,"This scenario is a classic example of algorithmic bias, where the model has likely learned patterns from its training data that unfairly disadvantage a particular group.",hard
30,2,7,6,A student uses an AI tool to get a short version of a long research paper. The summary consists of key sentences taken directly from the original document. What type of summarization is this?,multiple_choice,"{'"a'": '"Abstractive summarization'", '"b'": '"Generative summarization'", '"c'": '"Classification summarization'", '"d'": '"Extractive summarization'"}",d,a,f,Extractive summarization works by selecting the most important sentences or phrases from the source text and combining them to form a summary.,medium
41,2,10,9,What is the primary goal of Computer Vision?,multiple_choice,"{'"a'": '"To train computers to interpret and understand the visual world from images and videos.'", '"b'": '"To create better and faster computer processors.'", '"c'": '"To write code that can process text and human language.'", '"d'": '"To design more realistic graphics for video games.'"}",a,a,t,"Computer Vision is a field of AI focused on enabling machines to ''see'' and make sense of visual information, similar to how humans do.",easy
42,2,10,9,A system that looks at a class photo and draws a box around every student's face is performing which task?,multiple_choice,"{'"a'": '"Image Classification'", '"b'": '"Image Segmentation'", '"c'": '"Object Detection'", '"d'": '"Text Recognition'"}",c,c,t,"Object Detection involves both identifying what an object is (a face) and where it is located in the image (the box). Image Classification would only label the whole photo, e.g., ''group of people''.",medium
43,2,10,9,How does a computer 'see' a digital image?,multiple_choice,"{'"a'": '"As a collection of shapes and objects.'", '"b'": '"As a grid of numbers, where each number represents a pixel''s colour.'", '"c'": '"As a single line of text describing the image content.'", '"d'": '"As a sound wave that corresponds to the image.'"}",b,c,f,"At its most basic level, a computer processes an image as a grid of pixels, with each pixel assigned numerical values for its colour.",easy
44,2,10,9,What is a major ethical concern related to the use of facial recognition technology in schools?,multiple_choice,"{'"a'": '"The high cost of the cameras required.'", '"b'": '"The system might be too slow to take attendance.'", '"c'": '"The potential for student data privacy violations and constant surveillance.'", '"d'": '"The system might require too much electricity to run.'"}",c,a,f,The use of facial recognition in schools raises significant privacy concerns about who has access to student biometric data and the implications of constant monitoring.,medium
45,2,10,9,Why might a computer vision model built in Europe have difficulty accurately identifying local foods in Nigeria?,multiple_choice,"{'"a'": '"Because computers in Africa run on a different operating system.'", '"b'": '"Because the model likely suffers from bias, having been trained on data that did not include Nigerian foods.'", '"c'": '"Because internet speeds are too slow in Nigeria for computer vision.'", '"d'": '"Because the lighting in Nigeria is different from the lighting in Europe.'"}",b,b,t,"This is a classic example of data bias. If a model has not been trained on a diverse dataset that includes images of Nigerian foods, it will lack the learned patterns to recognise them accurately.",hard
46,2310,11,10,"According to the Backward Design (UbD) model, what is the very first step a teacher should take when planning a new unit?",multiple_choice,"{'"a'": '"Choose engaging activities for the first week.'", '"b'": '"Identify the desired learning outcomes and long-term goals.'", '"c'": '"Create the final examination and grading rubric.'", '"d'": '"Select the textbook and reading materials for the unit.'"}",b,,f,"The first stage of Backward Design is to ''Identify Desired Results,'' which means clarifying the key knowledge and skills students should master.",easy
47,2310,11,10,"A history teacher asks students to demonstrate their understanding of a historical conflict. They can choose to write an essay, create a presentation, or participate in a formal debate. This is a clear example of differentiation by:",multiple_choice,"{'"a'": '"Content'", '"b'": '"Process'", '"c'": '"Product'", '"d'": '"Environment'"}",c,,f,Differentiation by 'Product' involves giving students various options to show what they have learned and can do.,easy
48,2310,11,10,Which of the following is the best example of an Assessment for Learning (AfL) strategy?,multiple_choice,"{'"a'": '"Giving students an end-of-year exam that counts for 50% of their grade.'", '"b'": '"Using ''exit tickets'' at the end of a lesson to check for understanding and adjust the next day''s plan.'", '"c'": '"Publishing the final grades for a major project on the school notice board.'", '"d'": '"Administering a standardised national test to compare school performance.'"}",b,,f,"AfL is a continuous process used to gather evidence to inform and adjust ongoing teaching and learning, which is the exact purpose of an exit ticket.",medium
49,2310,11,10,"In which stage of Backward Design would a teacher design a performance task, like having students build a model and explain it, to measure learning?",multiple_choice,"{'"a'": '"Stage 1: Identify Desired Results'", '"b'": '"Stage 3: Plan Learning Experiences'", '"c'": '"It is not part of the UbD model.'", '"d'": '"Stage 2: Determine Acceptable Evidence'"}",d,,f,Stage 2 focuses on creating the assessments (evidence) that will show whether students have achieved the goals set in Stage 1.,medium
50,2310,11,10,"A science teacher provides three different lab worksheets for an experiment on density. One worksheet has step-by-step instructions, another has guided questions, and the third requires students to design their own procedure. This is a strategy for differentiating by:",multiple_choice,"{'"a'": '"Product'", '"b'": '"Content'", '"c'": '"Process'", '"d'": '"Assessment'"}",c,,f,"This is differentiation by ''Process'' because it modifies the activity of how students make sense of the content, offering different levels of structure and challenge.",hard
61,2310,14,13,"In the Excel interface, where can you view and edit the formula of a selected cell?",multiple_choice,"{'"a'": '"The Formula Bar'", '"b'": '"The Ribbon'", '"c'": '"The Status Bar'", '"d'": '"The Name Box'"}",a,,f,"The Formula Bar, located above the column headers, displays the contents of the active cell and is used to enter or edit formulas.",easy
62,2310,14,13,"A teacher has written a long comment in a cell, and it is overlapping with the next cell. Which formatting feature should they use to make the text appear on multiple lines within the same cell?",multiple_choice,"{'"a'": '"Merge & Center'", '"b'": '"Wrap Text'", '"c'": '"Borders'", '"d'": '"Fill Colour'"}",b,,f,The 'Wrap Text' feature adjusts the row height and wraps the text within the cell's boundaries to make it all visible.,medium
63,2310,14,13,"Which of the following formulas will correctly calculate the average of a student''s scores located in cells C2, D2, E2, and F2?",multiple_choice,"{'"a'": '"=AVERAGE(C2:F2)'", '"b'": '"=SUM(C2:F2)'", '"c'": '"=AVERAGE(C2+D2+E2+F2)'", '"d'": '"=MEAN(C2:F2)'"}",a,,f,The AVERAGE function is used to find the average of a range of cells. The range C2 through F2 is correctly written as C2:F2.,medium
64,2310,14,13,What is the primary purpose of the 'Filter' feature in Excel?,multiple_choice,"{'"a'": '"To arrange data in alphabetical or numerical order.'", '"b'": '"To create a visual graph of the data.'", '"c'": '"To temporarily hide rows that do not meet specific criteria.'", '"d'": '"To add up all the numbers in a column.'"}",c,,f,"Filtering allows you to display only the rows that meet the criteria you specify, hiding the rest of the data from view.",hard
56,2311,13,12,What is the primary characteristic of STEM integration?,multiple_choice,"{'"a'": '"Teaching Science, Technology, Engineering, and Maths as interconnected subjects to solve problems.'", '"b'": '"Focusing only on teaching students how to use high-tech computers and robots.'", '"c'": '"Making sure students get the highest marks in separate science and maths tests.'", '"d'": '"Replacing all other subjects with science and technology lessons.'"}",a,,f,"STEM integration focuses on combining the four disciplines to create a hands-on, problem-solving approach to learning, mirroring real-world applications.",easy
57,2311,13,12,A teacher challenges students to design and build a small shelter from cardboard that can withstand wind from a fan. This activity is an example of:,multiple_choice,"{'"a'": '"A standard memorisation drill'", '"b'": '"A lecture-based lesson'", '"c'": '"Project-based learning (PBL)'", '"d'": '"A theoretical science experiment'"}",c,,f,"This is a classic example of project-based learning, where students engage in a hands-on challenge to design and create a solution to a specific problem.",medium
58,2311,13,12,Which of the following is NOT a key principle when facilitating a low-cost STEM activity?,multiple_choice,"{'"a'": '"Using locally available and inexpensive materials.'", '"b'": '"Encouraging students to learn from their mistakes and improve their designs.'", '"c'": '"Ensuring every student''s final product looks perfect and identical.'", '"d'": '"The teacher acting as a facilitator who guides and asks questions.'"}",c,,f,"The focus of STEM is on the creative process and learning from failure, not on achieving a perfect or uniform final product. Individuality and improvement are key.",medium
59,2311,13,12,"The ''Ask, Imagine, Plan, Create, Improve'' cycle is a simplified version of which framework?",multiple_choice,"{'"a'": '"The Scientific Method'", '"b'": '"The Engineering Design Process'", '"c'": '"The Mathematical Formula Guide'", '"d'": '"The Technology Usage Policy'"}",b,,f,"This cycle outlines the core steps of the Engineering Design Process, a key framework for structuring STEM challenges and projects.",easy
60,2311,13,12,"When assessing student learning in a STEM project, which method is most effective for evaluating 21st-century skills?",multiple_choice,"{'"a'": '"A multiple-choice test on the scientific facts related to the project.'", '"b'": '"Grading the final product based only on whether it worked or not.'", '"c'": '"Using a rubric to evaluate teamwork, creativity, and the design process.'", '"d'": '"Having students write a report on the history of the technology they used.'"}",c,,f,"A rubric allows the teacher to assess the development of crucial skills like collaboration, problem-solving, and resilience, which are the main goals of STEM integration, rather than just the final outcome.",hard
52,2311,12,11,"When formatting text on a slide for a classroom presentation, what is the most important principle to follow?",multiple_choice,"{'"a'": '"Using many different colours and fonts to make it interesting.'", '"b'": '"Making the text as small as possible to fit more information.'", '"c'": '"Using decorative fonts that look like handwriting.'", '"d'": '"Ensuring the text is large enough and has high contrast to be easily readable.'"}",d,c,f,"For an educational setting, the primary goal is clarity and readability for all students, including those at the back of the room. Large, high-contrast text is essential.",easy
53,2311,12,11,"Which feature is best for quickly creating a professional-looking diagram to show a process, cycle, or hierarchy?",multiple_choice,"{'"a'": '"Text Box'", '"b'": '"SmartArt'", '"c'": '"Shapes'", '"d'": '"Icons'"}",b,a,f,"SmartArt provides pre-designed layouts for various diagrams, allowing you to create visually appealing and structured graphics like process flows and organisational charts quickly.",medium
54,2311,12,11,What is the key difference between a slide transition and an animation?,multiple_choice,"{'"a'": '"Transitions are for text and animations are for images.'", '"b'": '"Transitions apply to how you move between slides, while animations apply to objects on a single slide.'", '"c'": '"Animations are sound effects and transitions are visual effects.'", '"d'": '"There is no difference; the terms are used interchangeably.'"}",b,b,t,"Transitions control the effect when changing from one slide to another. Animations control how individual elements (like text or images) appear, move, or disappear on a slide.",medium
55,2311,12,11,You want to insert a company logo that you have saved on your computer's desktop into your presentation. Which command sequence should you use?,multiple_choice,"{'"a'": '"''Insert'' tab > ''Online Pictures'''", '"b'": '"''Design'' tab > ''Format Background'''", '"c'": '"''Insert'' tab > ''Pictures'' > ''This Device'''", '"d'": '"''Home'' tab > ''New Slide'''"}",c,b,f,"To insert an image file that is saved locally on your computer, you must use the ''Insert'' tab, select ''Pictures'', and then choose the ''This Device'' option to browse your files.",easy
65,2310,14,13,A teacher wants to quickly find the highest score on a test from a list of 50 student scores in column D (from D2 to D51). Which function should they use?,multiple_choice,"{'"a'": '"=TOP(D2:D51)'", '"b'": '"=MIN(D2:D51)'", '"c'": '"=SUM(D2:D51)'", '"d'": '"=MAX(D2:D51)'"}",d,,f,The MAX function is used to return the largest value in a set of values or a range of cells.,easy
66,2311,15,14,Which function would you use to automatically assign a 'Merit' grade to students who scored above 85 and 'Pass' to all others?,multiple_choice,"{'"a'": '"=IF(A2>85, \'"Merit\'", \'"Pass\'")'", '"b'": '"=COUNTIF(A2, \'">85\'")'", '"c'": '"=VLOOKUP(A2, B:C, 2, FALSE)'", '"d'": '"=SUM(A2>85)'"}",a,,f,The IF function performs a logical test (is the score in A2 greater than 85?) and returns one value if true ('Merit') and another if false ('Pass').,medium
67,2311,15,14,You want to show a student's performance on five different tests throughout the school term to see their progress over time. What is the BEST chart type to use?,multiple_choice,"{'"a'": '"Pie Chart'", '"b'": '"Bar Chart'", '"c'": '"Line Chart'", '"d'": '"Scatter Plot'"}",c,,f,"A Line Chart is the most effective choice for showing trends and changes in data over a continuous period, such as test scores over a term.",easy
