id,teacher_id,skill,level,last_practiced
90be73e3-0aeb-4436-9bdc-0728f23d20ba,dd61bcce-3820-4e87-921d-00a362e78cf3,Google Classroom,advanced,2025-03-21 20:51:53
1e5a9fd5-c58a-4fe9-9865-043da01da79d,9bb7397e-2f2d-49b6-9181-4bc5f62fc68d,Python for teaching,beginner,2025-06-21 18:02:13
53ed4811-ad7f-406d-8740-8edd9349e983,8fda2af3-6c99-49fa-ad7b-f14ed24e8baa,PowerPoint,intermediate,2025-04-09 12:46:36
8981ff14-ac4c-43a3-aaee-195c5119cac2,a3f667c0-2d20-4003-8fbf-fcf57a17fdc1,Python for teaching,intermediate,2025-01-23 14:38:04
e7cf1943-d6b7-4105-9139-0feb92535943,5ac37a20-2a85-48bc-94c2-d1388a2dd017,AI basics,advanced,2025-07-19 20:55:32
02a1db29-01a3-44a7-9ba7-7366ead0749c,79331de5-4b81-4d56-a4e5-684f09381341,Lesson design,advanced,2025-04-07 22:30:36
b3c40c4f-e300-47c1-9c9b-bb453def94ab,51003132-514c-4a8f-98f5-9b1d1388455f,STEM integration,beginner,2025-05-10 04:31:15
89403ec4-ff0f-4d6a-b850-a0478dc46315,798b34a3-219a-485d-9060-16df8656fcb4,STEM integration,intermediate,2025-05-19 01:23:08
62eaf87f-fc67-4163-b809-18823086f916,bc263f07-098e-4c70-b0e0-15d917166af2,Words,beginner,2025-08-29 01:08:34
a0781f9b-0503-485e-a3a9-13de3dbb4db7,4d562bc5-34fb-4535-985b-3931e7313d76,Google Classroom,advanced,2025-02-10 09:17:40
7be9fa0b-c9e9-495f-9050-e63cb55e264f,f9f613ae-f9c7-4305-950b-3778790d382a,Robotics intro,intermediate,2025-02-18 08:33:31
fe0537e7-ccad-4dad-a23f-392f656d5ee3,01b0f2cb-1752-4466-b252-35fe47975fd6,Google Classroom,intermediate,2025-05-06 21:27:11
364eb137-b8ca-4cb2-ac7a-f069eec994a2,69f177d0-77df-4baa-a6ad-db4222045c2f,Excel for educators,advanced,2025-02-15 07:25:44
b2416eac-cdeb-4086-9aaa-8c42a84d4ce9,a3944127-2b45-4eb8-b54e-e91ada315fe8,Lesson design,beginner,2025-03-29 04:34:59
4043f6d2-8922-4b6f-abfd-616cc5113648,a4dc09b2-13e2-4da4-a0c5-6640e22bde00,Lesson design,intermediate,2025-07-24 22:49:46
1fe58f05-6f3d-4162-9371-5f0dcd3ccf3d,1d33896d-9408-4d6f-b718-ad2919b5f595,STEM integration,advanced,2025-09-21 23:27:34
0dec3d16-3f18-4f49-986d-521aa5335210,129ccd9e-72b0-4ba7-b168-39d802c88449,Google Classroom,beginner,2025-03-09 14:37:16
6adb05b4-8634-4c16-97b6-a662ca391b2e,3bd2a7fe-0af0-4f53-ac80-587feb0bfe96,Lesson design,advanced,2025-08-03 00:11:07
0e1b6fbc-67a3-49a0-b2b8-66a8835eb950,9d22781f-7c78-4087-9f5b-50941e11aee9,PowerPoint,beginner,2025-09-21 18:58:22
041ef772-034e-4241-a6ee-c78467fa612c,11cafacb-82fc-4aef-a08a-e4006f19c003,PowerPoint,advanced,2025-07-14 00:34:16
0efceaac-6449-4f81-9db6-01b017f690ee,e76a65ac-a678-41fb-9ce6-96e8886bbbce,Excel for educators,beginner,2025-02-11 14:20:23
2645d5f8-a32a-4a92-a17d-fe9d35ad7882,93c0a2d7-9b00-4765-95ce-bc3cbd4abbc6,AI basics,beginner,2025-06-14 16:09:15
5cd6b6e2-c086-44ff-a08e-4d8be37bb411,f54af8d4-fa1d-4baf-8295-c1e7801b42e3,AI basics,beginner,2025-01-13 11:07:39
599453fc-b561-4f02-897d-bbc1113b39d7,91f5fd61-9148-4321-b145-fe3c7ff6a338,Lesson design,intermediate,2025-01-31 14:57:24
04a1d5bd-d88a-46f9-8f88-9d7f4a725f71,55e52295-7239-47e5-bbe1-d8848f1b33c5,STEM integration,advanced,2025-08-16 18:55:50
01579048-67fa-4b99-b38d-516a3c88bcf4,1bc947ab-aee3-44d4-a660-08ebfcbfe049,AI basics,advanced,2025-01-02 23:47:36
e1132d62-fa9c-4ecf-9018-6bfe03647749,5addcced-61e1-4d8a-92fa-98a60e6079d9,Robotics intro,advanced,2025-01-03 06:00:03
6d39c18f-747c-4b46-9ba8-60b2015ef8fc,6d07f85c-2b8a-4ce3-9e01-f06fc051d511,Robotics intro,intermediate,2025-10-02 04:29:46
0dc0a9a9-9de7-4c4b-9aba-4f466830c657,29b3028d-ca73-4225-89ca-432682f2659b,Python for teaching,advanced,2025-01-12 21:30:26
de709f84-6e30-48f5-89d5-1b6be602cfe8,b7e89a84-0389-4f00-a41a-2d0dfbbb7f11,STEM integration,advanced,2025-01-10 04:25:02
8c3ed363-c58c-4f10-a887-e558ed574c1d,034c2cb0-7ea6-462c-b97f-52f9683dbb14,Words,advanced,2025-04-08 08:26:15
22c2268e-0c14-4587-81d0-ac5ecc4018f4,5d8e61a9-8b39-4107-8318-7d2397bd54d5,Digital literacy,advanced,2025-08-13 18:54:24
130b1e57-673e-4191-b874-db2a91a567d1,b9ffeb78-6bd6-4343-a381-1f018a4034bb,Lesson design,beginner,2025-08-25 16:57:13
20fb4261-afb5-48cc-83e0-da7d2b67a48c,2334c4d2-a25d-4547-9456-7dddfc844051,Lesson design,beginner,2025-03-28 04:01:55
48bef3cd-3c06-4b26-92b7-5704fef698cb,9b94b5c8-57c9-41d2-81c3-cdd999ec425d,Python for teaching,intermediate,2025-02-16 02:43:48
36ef3ac2-b211-4afe-9566-9acb2b6e8b57,635a8b56-3fff-4095-b29c-e841d579f3b4,Python for teaching,intermediate,2025-04-09 10:26:14
e77f31ff-902c-4235-8702-6fa7e54e95a8,88d933e1-ed76-4ff9-8f80-b228117da1aa,PowerPoint,advanced,2025-02-26 05:12:56
5210409f-d79b-491e-8aad-55868e70106d,9aca328e-6fd3-4e9d-9046-9ddc5f382f2a,Python for teaching,intermediate,2025-08-22 05:18:21
22bb422b-2cf5-446f-8b4d-7904686954dd,380899da-aac1-4e64-8bab-0a5ae642acbf,STEM integration,beginner,2025-06-01 22:33:56
eb11e1e3-ded8-4211-b114-60c842e39f24,5037c958-0d0a-47b4-8dcc-4cbdc97e9b5d,Digital literacy,beginner,2025-04-14 14:57:16
120dde3a-65e2-45a0-a55c-222738d90f61,4f04f5f7-9e4b-41f1-8df8-b7edc072fdc4,Lesson design,intermediate,2025-01-19 09:52:02
e7be1fc2-9e82-4d9a-a825-abb6813dd09f,6eef761c-fbef-4083-afac-39204812fd01,STEM integration,advanced,2025-04-03 17:35:15
1e423bd5-05c0-494a-9c2b-37cae69266c0,db8fa7a8-7943-4ec6-8817-9a4dc109cad7,AI basics,advanced,2025-01-22 05:36:37
fcf15f62-1dcc-49fb-b6e7-ab5e4acdf633,9bd3a929-4404-46d4-a3e8-cdfbd1d6a2f3,Robotics intro,beginner,2025-08-15 11:37:43
b32183be-bfc9-4f77-9262-0dd9723f63b5,80bc00bb-bdd8-4c7e-a49c-6b6fc1736ae8,Python for teaching,beginner,2025-01-11 12:38:19
c005c5c4-584a-4810-a141-cd491a8d15b8,f945d8f3-caec-4b70-9cab-1e89fbcd4c1c,Lesson design,beginner,2025-04-10 23:55:24
20d97e06-1d2c-472a-b99c-973ef361cd04,69c3d91d-54ab-4baa-bddc-2aec30c690d1,Digital literacy,intermediate,2025-09-03 20:28:05
e67c592b-5e86-4423-a4c2-6fa08d973431,c00bd3a3-9139-4b2f-baa8-2fd3d0c9e90e,AI basics,beginner,2025-03-19 16:10:10
642414c3-e5e9-45b5-a7a8-3fbfd34da13a,53cca176-0e96-455d-a3ac-6824cf6cd831,Excel for educators,beginner,2025-02-22 23:40:27
5d08b827-17dc-4632-9b91-e0ada9729406,b8655b9b-fe4e-4ead-bdf9-b5b5d03f748c,PowerPoint,beginner,2025-04-03 02:01:49
5e0bb972-3342-47c7-aa12-eb6ab9f9942f,55438ec2-b71d-4acb-aa47-094c983a494f,Words,advanced,2025-02-19 00:28:44
94d5483f-ef57-47eb-bfad-f2ebfaa823fa,976874f3-7b92-418c-9096-833bd6cf9954,Lesson design,advanced,2025-07-31 06:27:32
f7540598-33f5-4bc9-82d4-3ff805d784a2,187cccb5-b41e-48ba-88e7-89fb3dfa3f1e,AI basics,advanced,2025-03-29 10:04:27
31bc35b7-7da0-495b-a2ad-61b123dbddb2,d9ae1c17-4705-4c72-a0ab-0b183ec95f05,PowerPoint,intermediate,2025-08-11 20:41:45
ec7dd742-1b06-4052-93c8-6efcdf49d2b3,d4352892-82a7-4306-a57d-775321bb6f7b,Digital literacy,advanced,2025-08-26 12:23:57
da0f5864-9b25-449b-8b83-a96a860e8def,4a7edd6c-fd31-46cc-9774-f0955f81a5d5,AI basics,advanced,2025-03-16 08:33:18
33e7566e-03fb-4363-a78a-88b6fe434650,fe39f705-e035-4a87-92e9-70c4b6aa4cb0,AI basics,intermediate,2025-07-22 20:02:39
d8b12c1d-e08c-4d0e-9a79-02a2bbf452a8,23f41365-f751-47f2-a22d-e2d37a3b185e,STEM integration,beginner,2025-09-30 18:41:34
c6cf96fb-c5f5-4da7-be86-8157f931e408,6bab44e0-87da-4dee-bcf2-f0c5ef565368,Robotics intro,intermediate,2025-02-12 10:49:13
39375822-e355-4440-a845-d9e6b1f78115,8e380061-6fcc-4393-839f-1dad5fd70d6f,Excel for educators,beginner,2025-06-01 09:31:28
6eaa8772-a2fa-4d5f-aa72-26022e09c7fd,de16c7f9-10c3-4437-8d0c-0dfc04bd2aa1,Robotics intro,advanced,2025-08-28 13:43:17
cad463fd-8dde-41fd-95b8-1b714039d908,cd85224e-0c7c-431f-99c8-0cbad498fda4,Excel for educators,intermediate,2025-05-10 05:48:20
79a7eae8-f02d-4537-b389-22c472f393ff,010ed119-508e-49f9-bcc2-57db3571d574,Google Classroom,beginner,2025-02-15 17:32:20
538fc18a-4486-4459-9081-35462ae9de34,56ea8aa5-99c6-41ea-b434-81329e68f81b,Google Classroom,advanced,2025-08-11 05:23:19
3a14db2b-1abf-4c32-9a29-3e60b0fbc0e7,bf6c465b-7416-4532-818b-149afc544bc5,Google Classroom,intermediate,2025-09-16 23:22:13
46d80418-f1f4-47c0-8dc0-d50c78cbc9bf,685e7251-e349-4d91-ab82-159c49004ea2,STEM integration,beginner,2025-01-03 08:47:52
7d3fc634-3c9f-48d9-8891-e9cec90b7a60,5000652c-12ad-494f-af67-86a4c90af79f,PowerPoint,advanced,2025-04-19 12:54:47
2441b60f-7af0-4423-b7a6-89a127b62cb2,58bb8773-4864-4f6d-a979-22b192385f02,AI basics,advanced,2025-03-10 13:33:00
0e5b7b29-9771-4e36-941a-78ad4b01474a,60ddaffa-5928-447c-965c-3f65027b47cc,Python for teaching,advanced,2025-06-13 13:09:29
444e9b61-2eec-45c2-831d-0da6736bf68f,5b7079c7-4170-447b-85ce-173912770196,Google Classroom,intermediate,2025-01-26 10:05:17
f30aa54b-05be-428b-b3d1-56982f905462,e569869e-d640-479e-9a8a-12eee310218c,Digital literacy,advanced,2025-01-22 10:56:02
9734e644-0378-445d-9715-38efd7f55135,36a8ea28-85a0-4467-ad54-6c261df06a2d,Words,advanced,2025-01-02 17:02:44
de2019c4-eb4f-46b0-97c8-ee5426e47374,e57180fb-71c1-4efb-802e-e4c7e8e94de5,AI basics,intermediate,2025-07-03 20:38:09
78f47d96-5af2-4163-9794-1c7ce0be12d6,ca3bb168-0ccf-4154-a1b6-3b32bd70117a,Digital literacy,intermediate,2025-08-15 14:29:40
726a13ce-acd8-4d5f-9386-a55766b061d7,51997f5e-98c4-48cd-b321-e7eeda042e76,Python for teaching,beginner,2025-05-19 17:29:45
b4150c61-f115-4a2b-81d8-ce40df7736a6,ad7c2d96-6aaa-4099-999c-22cc90e8277e,Python for teaching,advanced,2025-03-05 18:19:39
4f391a5c-e930-4c53-a570-e30b44001f00,efbea5f1-fb26-446a-bfff-d46d9a187c18,Python for teaching,intermediate,2025-05-18 21:04:03
b7cd0af7-31f7-46d8-a094-12b1651ce5b2,0419b59b-d1d9-45a1-a47f-adabbda2d3c5,Robotics intro,intermediate,2025-09-03 10:12:11
5f88b9fc-dbeb-4be1-aab0-d32dd3235ac0,f4d61b13-03e7-4899-9d59-ea27ac7daa06,AI basics,advanced,2025-08-25 19:30:31
4ddaa6b1-95a7-43a7-8235-5e543e7bf644,68ecd7c6-c8c8-4c4c-96a6-a65c11e74a96,STEM integration,advanced,2025-10-07 10:52:29
629d98be-580a-49b8-a606-113884972b83,1583b7d2-b40d-4b8d-9b01-aae7ed8695c2,AI basics,beginner,2025-05-12 18:13:34
e9b5fc85-868d-45c6-9986-7385a20eaa8c,22d54e54-351e-4c92-8b1a-8ceaa3289e69,Lesson design,intermediate,2025-03-29 12:01:49
6d230261-aeef-49cc-9cc4-7df47541a47e,94f09324-77c8-4ea9-b661-ff21a692ec51,Python for teaching,beginner,2025-05-29 09:40:13
190e2842-d85f-4098-ad5c-d64267e7a0d1,0fdd7205-d9eb-4ac1-b942-2d950743d4f3,Python for teaching,intermediate,2025-07-25 12:31:46
ff865f3b-8334-43d4-887c-4d00babd4483,484fdab4-6aa0-4303-b786-f84f48c03094,Python for teaching,beginner,2025-02-10 23:10:38
f5a74eee-09fd-4f4d-9759-fccbfbfffe65,9e64c45e-ba59-40c9-a318-4455fb09d1d8,AI basics,advanced,2025-06-12 18:38:19
8f3c66a5-1d1c-4f0d-98dc-dcb67ecdd5c5,4558bb97-b8c4-4558-9eb0-167043fe5825,Words,beginner,2025-04-30 01:31:59
715f7e48-1edb-4c87-9e9c-c0753e617793,1ebf8c8a-4a12-401f-925a-e7ea5cf13852,Lesson design,beginner,2025-08-05 14:22:41
36ec53f7-35b4-454b-bfeb-43fe9b550ebf,430acee8-ac03-4c6e-a1cd-189862653f6f,Python for teaching,intermediate,2025-01-08 10:29:17
bad11b3e-01c7-4082-bc48-017d39cfeb9c,7e70cddb-def0-4e02-8b0e-105a8fea6852,Excel for educators,intermediate,2025-07-07 09:11:42
d94f03ed-569e-4cfc-b56d-ae0fc13ae625,733a3e75-3e7a-4bb8-95a9-69da90b81dc5,AI basics,beginner,2025-04-22 04:36:05
0b28068b-d11d-46a7-acca-7eb6328bf107,c6856f8b-f32e-42dc-9613-33a5a1da8c51,Python for teaching,intermediate,2025-05-30 09:38:48
2e76582e-40fd-42d0-aa08-6362f75519f3,ccf6196c-0e00-428b-ac87-f00cbb872b4c,Excel for educators,intermediate,2025-09-12 17:53:35
d35870c1-71d0-4806-ad7b-445c3ec1d6a8,c13fa6c8-0484-4582-b79a-9942f4cf28c5,STEM integration,beginner,2025-08-23 09:04:24
80263979-9872-462a-bb7c-6162c09bfd81,e3ea0a44-b955-4655-a8a4-aadeb9c31766,STEM integration,advanced,2025-05-06 20:18:39
056aeb44-7d52-4aa4-9745-8210b01b043e,9d126ffc-6dcc-4635-af69-75b9cb13f9a6,PowerPoint,intermediate,2025-08-24 16:00:14
8829ef70-4dbc-4eab-a2c9-bf4a53df49c4,576f082f-e60d-4173-a2fd-da0f8a360898,Words,beginner,2025-02-13 00:28:02
6e50da3a-d8ce-44f9-90dc-d7e88bfbb283,2d18f50d-15a7-4923-a708-1368e08f9d05,Google Classroom,advanced,2025-09-12 16:46:10
9910f2b3-2308-49f9-912b-f9f46fb88666,0e7f7632-caf5-4ca5-b3c6-54bb14aaef83,Robotics intro,beginner,2025-03-16 14:50:49
e05345f2-89c3-4617-821e-defe4750c58b,754040a3-3a8f-452a-aaae-bde8464f5048,Words,intermediate,2025-01-03 15:50:18
a0f145de-3b86-4d3c-b8b6-2017acce28ec,8e120af5-3feb-4723-b83a-0dd5e2c72a35,AI basics,beginner,2025-04-09 04:27:35
7f2851f4-ed82-42c5-b304-b8a7eb1ae8e5,8a41b1eb-934f-4142-b3f1-614c2b2a3991,Digital literacy,advanced,2025-05-06 23:26:45
da913818-a384-4cc4-99f5-2b60c6e65384,882d0549-f7f7-4a12-a620-5444abdcbfe9,STEM integration,beginner,2025-01-17 23:41:14
6a9d48e8-4068-4c6c-afd5-fa53117ca9c9,01cee63e-0732-4b45-ac78-7a0b9ead7da1,Python for teaching,intermediate,2025-06-03 00:53:34
012680ed-6a2f-4570-aebe-5e457ee4d732,a167f0a3-eecb-41f6-b283-8ca539f962e0,PowerPoint,intermediate,2025-04-05 01:16:26
d5b9d95a-72cc-44bd-b94e-0710d235de57,8388b9aa-3863-420b-b668-85288d2ef3f0,STEM integration,beginner,2025-01-03 21:37:49
9d863b15-b9cf-4099-b1be-821bec0c8b8b,793da447-2629-4916-a736-8cae2e2f1a8d,Digital literacy,advanced,2025-07-15 10:05:17
aa03d53f-0fbe-467b-a7a7-ff31ba864f4d,de2fc66b-ebd5-4b55-b254-914898597ad2,Excel for educators,advanced,2025-04-04 19:52:01
0b28be30-721d-4796-9174-524e57f5a305,4a4523ae-ebd2-42b7-8924-9471e9d4b31d,Lesson design,intermediate,2025-07-13 23:48:53
666a245e-53dc-4dde-a6a1-0ce667979c65,3ee6e300-d8f2-4331-bfdc-6cfdc2751034,AI basics,advanced,2025-06-29 22:10:06
3549935a-f3bd-41fc-a382-6bc3e7fe2327,8023841c-79a4-4dc4-9fff-b442d7aa912f,Google Classroom,intermediate,2025-07-30 13:57:33
90569ccc-ee59-4bfe-b5fc-d46029fde738,f5062a3f-2c2c-4796-8f08-e4baca597008,Words,beginner,2025-03-04 14:37:14
77520c7a-d14d-4f3b-b72b-f34d72e9021d,ad4dfa66-c5bd-49d8-9451-3b110efee528,Excel for educators,advanced,2025-04-23 22:31:17
34eaee68-8f81-4230-aea3-2f4281a5d1c6,bd81bfe2-8b4c-4c0a-953e-5fdfb2ca4667,Digital literacy,intermediate,2025-04-13 19:49:09
7032b0d8-5c2d-42fb-81be-033ca99216eb,6def2949-24bc-4fee-b130-36b852a09e58,Python for teaching,intermediate,2025-06-29 08:05:27
04559b93-9605-4448-9d8b-b484b972e98b,85dcea94-9220-446c-a754-08548065903c,Google Classroom,advanced,2025-08-01 18:19:13
bfe94ca6-7f81-4424-8e3e-e49b121708a4,11f25ff8-8f72-4dd7-b024-0cbf4430504e,STEM integration,beginner,2025-02-10 00:30:50
b2c26607-05ef-4178-9e3f-02d785b9c882,450cbc67-c270-418d-9bde-a0b08f667200,Google Classroom,beginner,2025-05-24 14:52:59
0ca97453-b0a5-4f27-835f-0479d6ea7269,211038ec-533a-4962-a59a-1fe8b47fdcb0,AI basics,beginner,2025-10-06 22:21:45
a5eddb16-8f9a-4722-b59d-1bdc933c07bf,1e21be2d-cbee-475a-a7ab-24728051f667,Google Classroom,intermediate,2025-01-21 16:56:36
c3bcb7a2-2bfe-438a-a447-ac6055ecaca4,8a74ba8d-5521-47d8-961d-f051b80e28e4,Excel for educators,intermediate,2025-07-19 14:38:04
878ff177-8f73-43b0-a6dd-2654656a7bcf,97607eef-66f1-4aa0-9d26-ac416b608565,STEM integration,beginner,2025-07-02 18:09:05
a498eb4b-95bb-4bba-acd1-8c35d973145d,3f848d6b-4f65-404d-9237-aea87e478e9d,Lesson design,advanced,2025-08-10 04:13:44
c867dea7-1fbf-4ba8-83db-a68b48d377a4,b8d841e6-6e90-46dc-b82b-3cad211b54da,Words,intermediate,2025-05-08 21:33:53
af7f2f33-d33a-4d2e-abd7-cc5bbdb038ef,a36cbdd7-f674-4246-9bac-89d66a37a0cc,PowerPoint,beginner,2025-07-23 21:56:20
df68fb6b-2cf0-44be-8b47-836920544ae0,51874bdd-8940-4644-aeda-b6e8518ab66c,Robotics intro,advanced,2025-04-16 07:08:38
1d3c8344-625c-4649-a6d9-8a08c03c472d,d7eef1aa-b950-48d4-b608-d425330a99d1,Google Classroom,advanced,2025-01-02 02:40:04
25400142-30de-482d-8cd2-879a58ae64f3,0b5466cb-6da8-4800-b0ec-d4b1c82ad332,Google Classroom,intermediate,2025-05-07 04:51:26
1c9add1f-9d23-4531-8aa9-977f1f193e57,c5b44b9e-e343-4bb2-95a8-a2a51ecc1d15,PowerPoint,advanced,2025-01-15 08:23:05
f0ea3d92-b33a-4332-9c55-6ba7c71cecc1,626b7869-600e-47a7-8053-82b5c109008b,AI basics,intermediate,2025-08-19 10:25:15
1847abcd-e70f-406c-9526-a0b3bbcec0dd,bddde97b-91fa-48aa-9722-d0ff702eb0bf,Excel for educators,advanced,2025-07-17 23:42:41
9bfe4c11-896c-4393-a05c-f2fa910eecc4,d19235a5-d53c-4e3d-b19e-5f373e668c98,Lesson design,advanced,2025-08-17 22:13:50
fcf0cbea-819c-48d4-a67f-8093976937cf,b6fb6d1f-1d3b-4b3f-a2b6-b62d053fa3d9,PowerPoint,beginner,2025-09-29 22:50:34
d9c26232-5d28-4c46-a2a0-dcb181af172b,555fe6f3-c85d-495d-b9ac-15809c2da895,Robotics intro,advanced,2025-03-12 21:06:30
813984df-3377-4c3b-ab3a-66368e558fc1,9d13806e-ea4c-46af-a6a6-3836965fa6a2,AI basics,advanced,2025-08-27 21:24:57
ce23efba-38e7-4be5-bcc2-48345ad848f5,e3fd16e3-6a65-4ea3-9f6d-440c0111e880,Excel for educators,beginner,2025-03-07 04:53:57
